hour,timestamp,pv_real_kw,load_real_kw,diesel_kw,grid_kw,charge_kw,discharge_kw,curtailed_kw,ens_kw,tariff,soc_kwh,violation,cost_diesel,cost_grid,cost_battery
0,2026-07-24 00:00:00-05:00,0.15753180439213185,11.269355206115684,0.0,11.111823401723552,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,540.0320530775598,0.0
1,2026-07-24 01:00:00-05:00,0.172105152951879,10.694233346499276,0.0,10.522128193547397,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,513.4957687096329,0.0
2,2026-07-24 02:00:00-05:00,0.2344960908620061,10.694233346499276,0.0,10.45973725563727,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,510.68817650367714,0.0
3,2026-07-24 03:00:00-05:00,0.14998172012469466,10.694233346499276,0.0,10.544251626374582,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,514.4913231868561,0.0
4,2026-07-24 04:00:00-05:00,0.17208833012146615,20.224824162999756,0.0,20.05273583287829,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,942.3731124795231,0.0
5,2026-07-24 05:00:00-05:00,0.12964687886309242,27.33168714254537,0.0,27.202040263682278,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,1264.0918118657025,0.0
6,2026-07-24 06:00:00-05:00,0.3568695833053323,29.385693784032547,0.0,29.028824200727215,0.0,0.0,0.0,0.0,80.0,130.0,0,0.0,2362.3059360581774,0.0
7,2026-07-24 07:00:00-05:00,2.4507735250477505,43.17880217378388,50.0,-9.271971351263872,0.0,0.0,0.0,0.0,80.0,130.0,0,2800.0,40.0,0.0
8,2026-07-24 08:00:00-05:00,7.149529665965556,62.53112730631657,55.382,-0.0004023596489801662,0.0,0.0,0.0,0.0,80.0,130.0,0,3125.8165924,40.0,0.0
9,2026-07-24 09:00:00-05:00,12.623157981568296,62.94192863461401,50.319,-0.00022934695429199792,0.0,0.0,0.0,0.0,80.0,130.0,0,2819.1501761,40.0,0.0
10,2026-07-24 10:00:00-05:00,25.84334267134578,65.61213726854733,50.0,-10.231205402798452,0.0,0.0,0.0,0.0,80.0,130.0,0,2800.0,40.0,0.0
11,2026-07-24 11:00:00-05:00,26.965042244800443,67.17318231607759,50.0,-9.791859928722857,0.0,0.0,0.0,0.0,80.0,130.0,0,2800.0,40.0,0.0
12,2026-07-24 12:00:00-05:00,28.335720857873607,73.66384330317705,50.0,0.0001224453034325279,4.672,0.0,0.0,0.0,80.0,130.0,0,2800.0,40.0097956242746,186.88
13,2026-07-24 13:00:00-05:00,26.887958876097873,66.59806045646117,50.0,-5.4268984196367,4.863,0.0,0.0,0.0,80.0,134.4384,0,2800.0,40.0,194.52
14,2026-07-24 14:00:00-05:00,23.79836303179631,62.44896704065709,50.0,-0.00039599113922150764,11.349,0.0,0.0,0.0,80.0,139.05825000000002,0,2800.0,40.0,453.96000000000004
15,2026-07-24 15:00:00-05:00,19.929262442178754,61.58628425123247,50.0,2.180905372028974e-05,8.343,0.0,0.0,0.0,80.0,149.83980000000003,0,2800.0,40.00174472429762,333.72
16,2026-07-24 16:00:00-05:00,13.951901932710498,62.0792458451894,50.0,-1.8726560875211007,0.0,0.0,0.0,0.0,80.0,157.76565000000002,0,2800.0,40.0,0.0
17,2026-07-24 17:00:00-05:00,6.499552722045366,63.252704616230645,56.753,0.0001518941852793887,0.0,0.0,0.0,0.0,80.0,157.76565000000002,0,3209.7403008999995,40.01215153482235,0.0
18,2026-07-24 18:00:00-05:00,1.2884026609168522,80.0,78.712,-0.00040266091686191885,0.0,0.0,0.0,0.0,80.0,157.76565000000002,0,4605.1578944,40.0,0.0
19,2026-07-24 19:00:00-05:00,0.07138851875450626,63.84210898714483,63.771,-0.0002795316096708689,0.0,0.0,0.0,0.0,140.0,157.76565000000002,0,3645.2240441,40.0,0.0
20,2026-07-24 20:00:00-05:00,0.3005326400221054,34.561790520580224,50.0,0.0002578805581165966,15.739,0.0,0.0,0.0,140.0,157.76565000000002,0,2800.0,40.03610327813632,629.5600000000001
21,2026-07-24 21:00:00-05:00,0.1322071326900088,26.5100844859505,50.0,-23.622122646739506,0.0,0.0,0.0,0.0,140.0,172.71770000000004,0,2800.0,40.0,0.0
